Establishment_PredictedPowerScore,Establishment_ID,Establishment_Rank,Establishment_Street,Establishment_Name
86.210644092,100488,1,S. 3RD STREET,SAFARI CAFE
86.5063509801,101666,2,PHILLIPS LN,PITA HUT SW3
87.7843019666,99469,3,W. JEFFERSON STREET,STEVIE J'S
87.7955936649,98166,4,W. BROADWAY,CHINA BISTRO II
88.8648385242,99101,5,PRESTON HWY,TORTA LOCA
88.8864394331,100533,6,BAXTER AVE.,EL NOPAL
88.9044963013,65215,7,S. HURSTBOURNE PARKWAY,JUMBO BUFFET
88.9312284615,57205,8,ELZIE RD,EL RODEO
88.9409453835,97752,9,BARDSTOWN RD,FALAFEL HOUSE
89.3969844807,84423,10,DIXIE HIGHWAY,HEITZMAN BAKERY
89.5605754502,34216,11,BARDSTOWN RD,SOL AZTECAS
90.2100501792,92244,12,S 4TH STREET,8 TASTE OF CHINA
90.2526720574,96120,13,DIXIE HWY,HOOTERS
90.2769362969,91464,14,PRESTON HWY,LA LOMA
90.5290667912,91110,15,DUTCHMANS LN,DENNY'S RESTAURANT
90.5479487419,95132,16,S. 5TH ST.,WEI WEI CHINESE EXPRESS
90.7547012588,95804,17,WESTPORT RD.,VILLE TAQUERIA
90.8355913205,93490,18,N. DIXIE HWY.,APPLEBEE'S
90.907063621,88166,19,S. 5TH STREET,SPINELLI'S CAFE
90.9471407545,88042,20,GOLDSMITH LANE,DAIRY QUEEN #310
90.9484466539,75549,21,GREENWOOD ROAD,1ST WOK
90.9535593249,101660,22,S. 7TH STREET RD,7TH STREET BAR & GRILL
91.1766088519,89846,23,BARRETT AVE,DIAMONDS PUB
91.1987223654,93299,24,DIXIE HWY.,SPINELLIS
91.2118480611,100861,25,S. HURSTBOURNE PKWY.,GILBERTO'S
91.2246851037,92583,26,W. OAK STREET,SOUTHERN EXPRESS
91.2678481014,94642,27,BARDSTOWN RD.,JOY LUCK ASIAN CUISINE
91.2682051449,91738,28,BRECKENRIDGE LN,O'CHARLEY'S
91.3306375285,33408,29,N. 22ND ST,MCDONALD'S #6895
91.341349644,98575,30,FOREST GREEN BLVD,EL RIO GRANDE
91.3959602395,36392,31,BARDSTOWN ROAD,CAFE 360 & MANTRA LOUNGE
91.4144719598,97684,32,S 8TH STREET,JUBA RESTAURANT
91.452527977,84844,33,W BROADWAY,HOTEL LOUISVILLE
91.5057834943,34996,34,W. MAIN STREET,LOS AZTECAS
91.5416853587,101018,35,NEWBURG ROAD,DUNKIN DONUTS #354744
91.5421494403,51860,36,S. 7TH STREET ROAD,1ST WOK CHINESE RESTAURANT
91.5747179975,49711,37,OUTER LOOP,STEAK & SHAKE #702
91.6933112232,98333,38,W MANSLICK RD,FAIRDALE PIZZA
91.7079397356,43628,39,TAYLORSVILLE ROAD,SHOGUN JAPANESE STEAK HOUSE
91.7106420133,96326,40,W MUHAMMAD ALI BLVD,HIKO-A-MON
91.7344921524,32829,41,FLINTLOCK DRIVE,JOHN O'BRYAN'S
91.7499598072,91692,42,OUTER LOOP,O'CHARLEY'S
91.7509203391,65180,43,PRESTON HIGHWAY,HIBACHI SUSHI GRILL
91.7891711322,87106,44,BARDSTOWN ROAD,WILD GINGER BISTRO
91.791891523,78291,45,FRANKFORT AVENUE,DIAMOND PUB & BILLIARDS
91.8102869419,98623,46,HIKES LN,CHINA KING
91.8570812869,86635,47,W. MAIN STREET,BLUEGRASS BREWING COMPANY
91.8712015323,87483,48,W. BROADWAY,CHICAGO STEAK AND LEMONADE
91.9092832794,91156,49,S 4TH ST,FUDGERY
91.9384470337,92698,50,"BROWNSBORO RD., SUITE 8",CASA FIESTA
91.9445254452,72496,51,BAXTER AVENUE,SPINELLI'S PIZZARIA
91.9515810162,33441,52,OLD 3RD ST RD,LEE'S RECIPE
91.9836857022,100440,53,POPLAR LEVEL ROAD,MCDONALD'S #4924
91.9863439447,97382,54,S. 4TH ST,EL MICHELADAS BAR
91.9976312729,34003,55,W. MARKET ST,HEALING PLACE SOUP KITCHEN
92.0048861777,100578,56,S. FLOYD STREET,U OF L THORNTON'S ACADEMIC CENTER
92.0356769097,101779,57,S. 28TH STREET,IRMA DEE'S
92.0374080997,34696,58,S. SPRING ST,SPRING ST-A BAR & GRILL
92.0704746049,44350,59,LOCUST DRIVE,PASS TIME FISH HOUSE & TAVERN
92.102959368,98095,60,BISHOP LN. SUITE 100,EXECUTIVE BISTRO
92.1461745514,58857,61,W. WOODLAWN AVENUE,ANNIE'S CAFE
92.2241902806,101505,62,S 4TH ST,"G MEALS PLANT-BASED, LLC"
92.2631785504,100450,63,NELSON MILLER PKWY.,BELL'S CAFE
92.2774253479,83409,64,S 4TH ST,SPORTS & SOCIAL CLUB
92.2889383126,34814,65,BISHOP LN,WAFFLE HOUSE #179
92.3025667451,88068,66,WALLACE AVENUE,NAM-NAM CAFE
92.3722375774,100784,67,S. 4TH STREET,SAFIER MEDITERRANEAN DELI
92.3780609059,34773,68,BERRY BLVD,FOXY LADY
92.4011576517,94148,69,SHELBYVILLE RD.,CLAY OVEN INDIAN RESTAURANT
92.4126186925,35197,70,CANE RUN ROAD,WAFFLE HOUSE #221
92.4173092325,96899,71,BARDSTOWN RD,MELLOW MUSHROOM
92.4323693987,99279,72,W. HILL STREET,RALLY'S #8249
92.4338254605,84188,73,UPS DRIVE,ICELAND SPORTS COMPLEX CONCESSION
92.4581535031,90962,74,EASTERN PKWY,DENNY'S
92.4687452544,93598,75,"RUCKRIEGEL PKWY., SUITE 108",CHINA KING
92.4863456515,93850,76,LYNDON LN.,CANCUN MEXICAN RESTAURANT
92.5104633541,96506,77,S. FLOYD ST.,COCONUT BEACH TACOS & CERVEZA
92.5213121847,82537,78,DIXIE HIGHWAY,FRANCO'S RESTAURANT
92.5251783288,51013,79,BAXTER AVENUE,O'SHEA'S
92.5319232537,97033,80,TAYLOR BLVD.,BELLA'S DINER
92.5339967872,99075,81,FRANKFORT AVE,HUB LOUISVILLE
92.5393729916,32910,82,PHILLIPS LN,BLUE HORSE
92.5651344425,33212,83,WHIPPS MILL RD,R PLACE PUB
92.6023503625,35173,84,W. BROADWAY,INDI'S FAST FOODS
92.6137356135,97683,85,POPLAR LEVEL RD,KRUSH RESTAURANT LOUNGE & BILLIARDS
92.6139444097,90742,86,NEWBURG ROAD,INTERNATIONAL GRILL
92.6678921639,80286,87,FRANKFORT AVENUE,GERSTLE'S
92.6680987305,32114,88,NEW LAGRANGE ROAD,CORNER CAFE & PIZZERIA
92.682415923,34628,89,SHELBYVILLE ROAD,ORIENTAL HOUSE
92.6872823385,35206,90,CANE RUN ROAD,MCDONALD'S RESTAURANT #6835
92.7185323294,99158,91,DIXIE HWY,RALLY'S
92.7911737627,98505,92,BARDSTOWN RD,MI SUENO RESTAURANT
92.7987266781,57616,93,W. BROADWAY,BIG MOMMA'S SOUL KITCHEN
92.8352876188,52300,94,S. HURSTBOURNE PARKWAY,SHALIMAR RESTAURANT
92.8352957116,29790,95,BARDSTOWN ROAD,ANGIO'S
92.8844002518,92726,96,ANTLE DRIVE,EL ACAPULCO
92.9569707653,38833,97,SOUTH 26TH STREET,CLUB CEDAR
92.9625412993,100648,98,WARNOCK ST.,BANDIDO'S TAQUERIA MEXICANA
92.9675185875,84137,99,BARDSTOWN ROAD,DRAGON KINGS DAUGHTER
92.9684907747,34786,100,UPPER RIVER RD,KINGFISH #2
92.9787389154,91649,101,OUTER LOOP,FISHERY STATION
92.9874610702,94094,102,PRESTON HWY.,"EL MOLCAJETE KY, INC."
92.9998648282,86280,103,WESTPORT ROAD,FRESH WOK
93.0040604258,93441,104,TAYLORSVILLE ROAD,APPLEBEE'S
93.0054098704,93425,105,OUTER LOOP,APPLEBEE'S
93.0260215917,90189,106,BRECKENRIDGE LN,QDOBA
93.0369877047,96189,107,PRESTON HWY.,SLEEP INN AIRPORT
93.0476364939,34177,108,DIXIE HIGHWAY,POPEYE'S
93.0527817761,33164,109,WOODHAVEN RD,WOODHAVEN COUNTRY CLUB
93.0875985994,90391,110,S. BROOK STREET,SALVATION ARMY CENTER OF HOPE
93.1103898323,71030,111,CRITTENDEN DRIVE,CARDINAL HALL OF FAME
93.1177944946,101396,112,POLO FIELDS LN,POLO FIELDS COUNTRY CLUB
93.1449615322,99118,113,BARDSTOWN RD,BAWERCHI RESTAURANT
93.1455241352,36693,114,S. 5TH ST,LORDS KITCHEN
93.1823281281,34259,115,BARDSTOWN RD,POPEYE'S
93.1831014464,56472,116,BLAIRWOOD ROAD,WAFFLE HOUSE# 1111
93.2201131224,84361,117,STORY AVENUE,SERGIO'S
93.231012162,89357,118,PAMELA RAE DRIVE,WAFFLE HOUSE #1069
93.2361747293,94647,119,W. CARDINAL BLVD.,CHINA EXPRESS GOURMET CHINESE
93.24870423,98996,120,DUTCHMAN'S LANE,MANGOS MEXICAN GRILL AND CANTINA
93.2686639043,96805,121,W. CARDINAL BLVD.,GRIFF'S
93.2790504136,82602,122,W OAK STREET,DIXIE CHICKEN
93.2932699167,66126,123,BARDSTOWN ROAD,WAFFLE HOUSE #1444
93.2945040758,52124,124,FRANKFORT AVENUE,FRANKFORT AVENUE BEER DEPOT
93.2991274735,77988,125,S. 4TH STREET,TENGO SED CANTINA
93.3063078654,101146,126,PRESTON HWY,DIXIE CHICKEN #3
93.3063078654,101654,127,W. OAK ST,SEAFOOD LADY
93.3063078654,101834,128,DUNDEE ROAD,DIORIO'S PIZZA PUB
93.3140203504,34455,129,BARDSTOWN RD,CAPTAIN D'S #3615
93.3297887755,74408,130,SHELBYVILLE ROAD,LEMON GRASS RESTAURANT
93.3360818413,90149,131,CRITTENDEN DR,PRP PIZZA
93.3530716054,35135,132,BRECKINRIDGE LN,CAPTAIN D'S #3311
93.3574177348,42094,133,LIMEHOUSE LANE,OXMOOR COUNTRY CLUB
93.3582537923,59008,134,BARDSTOWN ROAD,TUMBLEWEED
93.3827280356,72225,135,TAYLORSVILLE ROAD,DOUBLE DRAGON #9
93.3828817966,46878,136,BARDSTOWN ROAD,RAMSI'S
93.3916451945,87706,137,SHELBYVILLE ROAD,SPINELLI'S PIZZERIA
93.4196366751,33602,138,OLD 3RD ST RD,MCDONALD'S #6859
93.4268608157,82716,139,MANSLICK RD,CHINA COAST
93.4482013647,33597,140,S. 3RD STREET,MCDONALD'S RESTAURANT #6877
93.4550148652,49849,141,KENTUCKY MILLS DRIVE,WAFFLE HOUSE #932
93.4735018074,50068,142,FRANKFORT AVENUE,BOURBON'S BISTRO
93.4899831296,33063,143,W MUHAMMAD ALI BLVD,G.L.I. FOOD SERVICE
93.4948212362,101310,144,SHELBYVILLE RD,FREAKIN UNBELIEVABLE BURGERS
93.498887763,81288,145,BARDSTOWN ROAD,DAKSHIN
93.4996417799,34225,146,BARDSTOWN ROAD,STEAK N SHAKE #701
93.5032133291,33245,147,S. 4TH ST,CHINA INN
93.5090426307,35149,148,E. BROADWAY,CHOPSTICKS
93.5103641998,33823,149,W BROADWAY,MCDONALD'S
93.5189864082,34377,150,PRESTON HWY,MCDONALD'S RESTAURANT #6834
93.520596307,90211,151,POPLAR LEVEL RD,KRISPY KRUNCHY
93.5227296142,93039,152,PACKERLAND WAY,ASIAN POT
93.5266716667,33070,153,CAPTAINS QUARTERS RD,CAPTAIN'S QUARTERS
93.5347893354,78841,154,DIXIE HIGHWAY,RIVER GIRLS LOUNGE
93.5351831556,97376,155,EASTERN PKWY,SARANG
93.5449069594,71271,156,BARDSTOWN ROAD,BUFFALO WILD WINGS GRILL & BAR
93.5679947594,95878,157,RIVER RD.,DARKSTAR ON THE CREEK
93.5835115316,60012,158,DIXIE HIGHWAY,INDI'S
93.5912626038,61091,159,FISCHER PARK DRIVE,STEAK N SHAKE #707
93.597468342,49969,160,DIXIE HIGHWAY,CHONG GARDEN
93.5987359672,79927,161,OLD SHEPHERDSVILLE ROAD,LA SIERRA TARASCA RESTAURANT
93.5997846658,96192,162,OUTER LOOP,EAST STAR BUFFET
93.6120287123,33399,163,BAXTER AVE,WICKS PIZZA
93.6123867955,87697,164,TERRY ROAD,GILBERTS BAR & GRILL
93.6127779758,88066,165,CENTRAL AVENUE,POST-TIME KITCHEN
93.6243473844,33863,166,BARDSTOWN RD,BACK DOOR
93.632181114,32537,167,DIXIE HWY,KINGS FRIED CHICKEN
93.6334356838,33789,168,DIXIE HWY,STEAK N SHAKE #708
93.6439885665,98334,169,LEXINGTON RD,LE MOO
93.648000898,97470,170,BARDSTOWN RD,BAZO'S FRESH MEXICAN GRILL
93.648165486,34714,171,TAYLOR BLVD,MCDONALD'S #6899
93.6677418753,66448,172,OUTER LOOP,JADE GARDEN
93.6791323476,90679,173,DIXIE HWY,B J'S SPORTS PUB
93.6843849888,96041,174,PRESTON HWY.,HOOTERS
93.7004517464,97525,175,BARDSTOWN RD,DOUBLE DRAGON #2
93.7068340786,49678,176,DEL MARIA WAY,TK'S PUB & GRILL
93.7202014237,88054,177,OUTER LOOP,DAIRY QUEEN
93.7257865439,86393,178,W. MARKET STREET,DISH ON MARKET
93.7321339438,93896,179,BAUER AVE.,"MOMMA'S MUSTARD, PICKLES, & BBQ"
93.7338445563,34592,180,W. ST. CATHERINE ST,DIZZY WHIZ #1
93.7344081694,88156,181,BARDSTOWN ROAD,HIGHLAND MORNING
93.7504105799,87607,182,W. MAIN STREET,DOC CROW'S SMOKEHOUSE
93.7677440447,34788,183,RIVER ROAD,LOUISVILLE BOAT CLUB / MAIN KITCHEN
93.7715413733,92327,184,NORTH HURSTBOURNE PKWY #101,O'LINE SPORTS GRILL
93.7719893984,97563,185,TAYLOR BLVD,LA GUANAQUITA RESTAURANT
93.7751928552,35180,186,E. BURNETT AVE,"CHECKS, INC"
93.7786291999,36333,187,POPLAR LEVEL ROAD,LEE'S FAMOUS RECIPE FRIED CHIC
93.7796918985,69809,188,NEW CUT ROAD,EL NOPAL
93.7804526798,85487,189,DIXIE HIGHWAY,PINA FIESTA MEXICAN GRILL
93.783003439,64978,190,PRIORITY WAY,BACKYARD BURGERS
93.7835112556,88971,191,WINKLER AVENUE,SONIC DRIVE-IN
93.7857396483,34406,192,PRESTON HWY,WAFFLE HOUSE #353
93.7858769075,34837,193,N. 4TH AVE,PRODUCTION/ROOM SERVICE
93.7904652804,93494,194,DUTCHMANS LN.,SENOR IGUANAS
93.7986441581,74011,195,BARDSTOWN ROAD,BILLIARDS CLUB OF LOUISVILLE
93.8033305522,33067,196,WARNOCK AVE,MCDONALD'S RESTAURANT #6839
93.8268991634,33906,197,S. 5TH ST,VINCENZO'S
93.8325954975,96008,198,DUPONT RD,SOLO FINE DINING & ENTERTAINMENT LLC
93.8364504312,65555,199,OUTER LOOP,TUMBLEWEED
93.8381745725,87915,200,W. MAIN STREET,ME GUSTA LATIN KITCHEN & BAR
93.8405097359,34955,201,W. MAIN ST,BEARNO'S BY THE BRIDGE
93.8406206653,82741,202,S HURSTBOURNE PKWY,ROMANO'S MACARONI GRILL
93.8488825186,34038,203,BRECKENRIDGE LANE,SAINTS P & P
93.8501532085,96112,204,E JEFFERSON STREET,WAYSIDE CHRISTIAN MISSION
93.8676387174,34679,205,SHELBYVILLE RD,RUMOR'S
93.8764874609,81106,206,HERR LANE SUITE 130,HIKO-A-MON
93.8782523625,88161,207,S. 4TH STREET #295,PHILLY STATION
93.8784572155,99662,208,CENTRAL AVE.,J.B'S PUB
93.8959772126,78567,209,BARDSTOWN ROAD,IMPELLIZZERI'S
93.9084372176,94248,210,HIKES LN.,ORIENTAL CAFE
93.9416233432,101416,211,HERR LANE,JADE PALACE
93.9416233432,101736,212,DUPONT ROAD,WW COUSINS
93.944528487,67336,213,LAGRANGE ROAD,DOUBLE DRAGON II
93.9508435538,88043,214,DIXIE HIGHWAY,DAIRY QUEEN GRILL & CHILL
93.9551230212,51469,215,TAYLORSVILLE ROAD,BEARNO'S LITTLE SICILY
93.9637352282,67343,216,LEXINGTON ROAD,AUGUST MOON
93.9673104438,32553,217,DIXIE HWY,CAPTAIN D'S #3329
93.9783496967,81124,218,W. BROADWAY,LONG JOHN SILVERS #14
93.984322556,37483,219,GOOSE CREEK ROAD,WICKS PIZZA
93.9857044945,53960,220,S. HURSTBOURNE PKWY,STEAK N SHAKE #703
93.9867849669,85391,221,OLD 3RD STREET ROAD,O'DOLLYS
93.9868207922,82865,222,TEN PIN LANE,TEN PIN STRIKE & SPARE
93.9979149461,64728,223,NEW CUT ROAD,ELTARASCO #1
93.998963178,34918,224,LONGFIELD,IROQ. HILL VFW POST #6182
93.9999512109,95067,225,"S. 4TH ST., SUITE 200",TAVERN ON FOURTH
94.0158670953,41555,226,FRANKFORT AVENUE,CLIFTONS PIZZA COMPANY
94.0214957483,34291,227,POPLAR LEVEL RD,BAMBOO HOUSE
94.0310790017,96476,228,W. CHESTNUT,8 UP
94.0353408175,32905,229,PHILLIPS LN,EXECUTIVE STRIKE & SPARE
94.0479776135,92904,230,DIXIE HWY.,DIXIE CHICKEN
94.0587694121,99883,231,DIXIE HWY.,HIBACHI BUFFET
94.0665938207,91707,232,HURSTBOURNE PKWY,O'CHARLEY'S
94.0738112083,32571,233,DIXIE HWY,LOGAN'S ROADHOUSE
94.0751916018,33513,234,OUTER LOOP,LITTLE CAESAR'S
94.0838816418,35058,235,OUTER LOOP,FRATERNAL ORDER OF EAGLES #2173
94.0874395984,32112,236,CHENOWETH SQUARE,CHEDDAR BOX
94.0930924721,34210,237,BARDSTOWN RD,TWIG 'N LEAF
94.0934423584,34674,238,SHELBYVILLE ROAD,HOMETOWN PIZZA
94.0973386755,90011,239,S 44TH STREET,HOSANNA'S KITCHEN
94.1086044915,59457,240,DIXIE HIGHWAY,TUMBLEWEED
94.121927447,35019,241,MEADOW DRIVE,EL CAPORAL II
94.1267485943,33826,242,CLOVER LANE,211 CLOVER LANE
94.130136714,101216,243,BARDSTOWN RD,HEALTHY EATING
94.1375660861,85098,244,SHELBYVILLE ROAD,CHINESE GOURMET EXPRESS
94.1385562033,89941,245,CANE RUN RD,CHICAGO STEAK & LEMONADE
94.1416330309,88045,246,DIXIE HIGHWAY,DAIRY QUEEN GRILL AND CHILL
94.1472452617,32140,247,BARDSTOWN ROAD,ARBY'S #5412
94.1557857657,75801,248,BARDSTOWN ROAD,KRISPY KREME DOUGHNUT
94.1572781692,90074,249,W CARDINAL BLVD,MT. FUJI
94.1650373049,93222,250,BARDSTOWN RD.,HAVANA RUMBA EXPRESS
94.1866619622,32564,251,DIXIE HWY,JERRY'S RESTAURANT #1018
94.1895050012,84759,252,S. 3RD STREET,GRANVILLE INN
94.1898712714,52331,253,SHELBYVILLE ROAD,WAFFLE HOUSE #1001
94.1941439931,34833,254,N. 4TH AVE,CAFE MAGNOLIA @ THE GALT HOUSE
94.2114948872,60208,255,SHELBYVILLE  ROAD,BUFFALO WILD WINGS BAR & GRILL #18
94.2137661374,86171,256,S. 16TH STREET,WEST END TOKEN CLUB
94.21399223,33158,257,WINTER AVENUE,FISH HOUSE
94.2142758876,99234,258,CANE RUN ROAD,RALLY'S
94.2192509131,35052,259,W ORMSBY STREET,BUCK'S
94.2299177106,90238,260,PRESTON HWY,CHINA GARDEN
94.2375026357,34358,261,BARDSTOWN ROAD,EL NOPAL
94.2417660813,89454,262,HIKES LANE,EMPRESS OF CHINA
94.2478506937,89377,263,PRESTON HIGHWAY,HOMETOWN PIZZA
94.249066336,72904,264,S. 4TH STREET,BOURBON RAW KENTUCKY KITCHEN
94.2508606832,88828,265,GREENWOOD ROAD,PLEASURE RIDGE PIZZA
94.2648694228,35119,266,S. 7TH ST,WILD HORSE SALOON
94.2688504047,87813,267,LYNDON LANE,SAL'S PIZZA
94.2752059451,76226,268,W. MAIN STREET,JEFF RUBY'S LOUISVILLE
94.2814354811,96569,269,ST. ANDREWS CHURCH RD.,BENCHWARMERS
94.2871812787,34305,270,BARDSTOWN RD,HUNGRY PELICAN
94.2895478857,100432,271,BARDSTOWN ROAD,HOPCAT
94.2938868356,84606,272,BARDSTOWN ROAD,CAFE MIMOSA/EGG ROLL MACHINE
94.2949647331,97275,273,ST. ANDREWS CHURCH RD.,SHRIMP SHACK & MORE
94.2950639618,34855,274,NORRIS PLACE,SHENANIGAN'S
94.3026281126,64468,275,SHELBYVILLE ROAD,WICKS PIZZA #3
94.3060108956,89371,276,BAXTER AVENUE,BUNZ BURGERZ
94.3071811413,85040,277,FERN VALLEY ROAD,WAFFLE HOUSE
94.3086020134,54075,278,DIXIE HIGHWAY,O'CHARLEY'S
94.3251723852,93797,279,S. HANCOCK ST,SUBWAY
94.3294172988,99330,280,NEW CUT RD,RALLY'S
94.3309304951,72901,281,ENGLISH VILLA DRIVE,JASMINE CHINESE CUISINE
94.3328071757,89733,282,BARDSTOWN ROAD,NORTH END CAFE - HIGHLANDS
94.3363425355,34581,283,ROBIN RD,AUDUBON COUNTRY CLUB
94.3575478546,89627,284,BAXTER AVENUE,BAXTER BAR AND GRILL
94.3619666811,99231,285,S. 4TH STREET,SMASHBURGER
94.3701061348,34068,286,S. JACKSON ST,ST. VINCENT DEPAUL CENTER
94.3757422758,33644,287,E. BROADWAY,CHICKEN KING
94.3793480464,51979,288,S. 4TH STREET,PALACE THEATRE
94.3833972399,100314,289,S. 4TH ST.,SET AT THEATRE SQUARE
94.4070563997,34872,290,FERN VALLEY ROAD,GOLDEN WALL
94.4082749818,94812,291,S. SHELBY ST.,CURE LOUNGE
94.4098212054,86329,292,BRECKENRIDGE LANE,FRISCH'S BRECKENRIDGE
94.4114642244,33648,293,U.S. HIGHWAY 42,PANDA CHINA INC.
94.4155924879,98736,294,PHILLIPS LN,LEVY RESTAURANTS MAIN KITCHEN
94.4186567958,34320,295,PORTLAND AVENUE,ANNIE'S PIZZA
94.4309385067,33240,296,KENWOOD DRIVE,LITTLE CAESAR'S PIZZA
94.4334064231,85481,297,N. HUBBARDS LANE,SUBWAY SANDWICH SHOP
94.4340930748,58537,298,RIVER ROAD,JOE'S CRAB SHACK
94.4344143347,63013,299,BLUEGRASS PARKWAY,RUBY TUESDAY #4520
94.4349150103,99306,300,PRESTON HWY,RALLY'S
94.4379423673,43620,301,RUCKRIEGEL PARKWAY,LOUISVILLE PIZZA COMPANY
94.453300347,33962,302,SEARS AVENUE,EQUUS CONTINENTAL CUISINE
94.4570419285,97877,303,PRESTON HWY SUITE  100,PANCHITOS ICE CREAM
94.4608887426,88592,304,PHILLIPS LANE,KENTUCKY PORK PRODUCERS
94.4623197745,35171,305,W. BROADWAY,MCDONALD'S RESTAURANT #4620
94.4630303682,81573,306,EDITH LANE,DIEGOS TACOS
94.4632042783,65675,307,FAIRFAX AVENUE,EL TARASCO
94.4729185619,92377,308,FISHER PARK ROAD,O'CHARLEY'S
94.4746752887,34732,309,TAYLORSVILLE ROAD,KFC Y052 004
94.4901937694,33913,310,SOUTH PRESTON STREET,GREAT WOK
94.4973136994,76958,311,MT HOLLY ROAD,SHACK IN THE BACK BBQ
94.4985030223,87199,312,KLONDIKE LANE,AL WATAN RESTAURANT
94.5028101567,41569,313,BARDSTOWN ROAD,DITTOS
94.5060522375,35215,314,BROWNSBORO ROAD,FAMOUS RECIPE
94.5121593471,33297,315,SHELBYVILLE RD,LING LING
94.5212914069,75793,316,BARDSTOWN ROAD,CHILI'S GRILL AND BAR
94.5243670324,98931,317,PRESTON HWY,EL TORAZO
94.5245852502,82402,318,FRANKFORT AVENUE,RAMIRO'S CANTINA
94.5390274648,34812,319,BISHOP LANE,ORIENTAL STAR
94.5659503714,32659,320,DUTCHMANS LANE,BIG SPRING MAIN KITCHEN
94.5769388211,101463,321,W JEFFERSON ST,FAMILY TIES OF LOUISVILLE
94.5801179047,86758,322,POPLAR LEVEL ROAD,INDI'S
94.5849098966,89634,323,"DIXIE HIGHWAY, SUITE 102",FUJI ASIAN BISTRO
94.5893171074,86634,324,PHILLIPS LANE,COMFORT INN AND SUITES
94.6084367099,98663,325,PHILLIPS LN,NW3
94.6114907413,64935,326,STORY AVENUE,SWIFT COMPANY CAFETERIA
94.6158173091,65088,327,SPRINGHURST COMMONS DRIVE,TUMBLEWEED #521
94.6350552715,48736,328,PRESTON HIGHWAY,KOREANA RESTAURANT II
94.6367985119,80287,329,FRANKFORT AVENUE,OSAKA SUSHI BAR & CUISINE
94.6415481812,95348,330,FRANKFORT AVE.,BAR CODE 1758
94.6477474876,34344,331,PRESTON HWY,MCDONALD'S #6809
94.6634770761,88449,332,FERN VALLEY ROAD  #115,O'CONNELL'S IRISH PUB
94.6665744899,46121,333,FRANKFORT AVENUE,PORCINI
94.6683260047,99881,334,GLOBAL DR.,DERBY CITY VIVE
94.6712498151,95707,335,RICHLAND AVE.,LITTLE INDIA CAFE
94.6800574227,34396,336,FOXCRAFT ROAD,HUNTING CREEK CTRY CLUB
94.6812637385,49174,337,FRANKFORT AVENUE,GRAPE LEAF
94.6823881677,86674,338,JENNINGS LANE,4 KINGS CAFE
94.6827586887,98113,339,DIXIE HIGHWAY,MCDONALD'S
94.6839335239,56766,340,PRESTON HIGHWAY,TRIXIE'S KNOCKOUT SALOON & GRILL
94.7149666498,34335,341,PRESTON HWY,GODFATHER II
94.7187418858,63833,342,BAXTER AVENUE,FLANAGAN'S ALE HOUSE
94.7296501816,93574,343,LOUIS COLEMAN JR. DR.,ROOF TOP GRILL
94.7309599083,59504,344,SOUTH 3RD STREET,SANTA FE GRILL
94.7320363929,92609,345,BAXTER AVENUE,DIORIOS PIZZA AND PUB
94.7334941144,81888,346,S. BROOK STREET,BURGER BOY
94.7432263501,35981,347,SOUTHSIDE DR,H. D. RUBBIES
94.7457791716,98850,348,W EVELYN AVE,PADDOCK SPORTS BAR & GRILL
94.750521183,89517,349,GOSS AVENUE,FOUR PEGS BEER & LOUNGE
94.7546791593,96784,350,S. 4TH ST.,SUBWAY
94.760749955,93325,351,SHELBYVILLE RD.,GINZA ASIAN BISTRO
94.7654521919,101668,352,PHILLIPS LN,DOG POUND SW1
94.7654521919,101699,353,BARDSTOWN RD,KAI LANA SUSHI
94.7665955274,34233,354,PRESTON HIGHWAY,HOLY SMOKES BBQ
94.7670413119,34635,355,SHELBYVILLE ROAD,FRISCH'S BIG BOY - #154
94.7711117911,89581,356,OUTER LOOP,CHARLEY'S GRILLED SUBS
94.7883527196,50073,357,STRAWBERRY LANE,HOOPS GRILL & SPORTS
94.7898507958,89370,358,TAYLORSVILLE ROAD,OISHII SUSHI TEMPURA AND TERIYAKI
94.7972019323,71300,359,RICHLAND AVENUE,PIZZA PLACE
94.7976054835,92420,360,DIXIE HWY,LA CARRETA TWO
94.798174449,94876,361,W. ST. CATHERINE ST.,4TH AVENUE UNITED METHODIST CHURCH
94.8056852367,96693,362,BROWNSBORO RD.,GREAT WALL
94.8114538862,32724,363,FEGENBURSH LANE,MOOSE LODGE #5
94.8119018031,33595,364,DIXIE HWY,FRISCH'S BIG BOY #201
94.8200929154,81497,365,BARDSTOWN ROAD,LA QUE
94.8209760647,64736,366,DUTCHMANS LANE,PANERA BREAD #826
94.8228117531,88164,367,SHELBYVILLE ROAD SUITE 101,DRAKE'S
94.8244603433,99951,368,FERN VALLEY RD.,INDI'S FAST FOOD RESTAURANT
94.8359375089,92421,369,TAYLORSVILLE RD SUITE 103,MUSSEL AND BURGER BAR
94.8363227185,34984,370,OECHSLI AVENUE,DEL FRISCO'S
94.8390085336,34526,371,SHELBYVILLE ROAD,PLEHN'S BAKERY
94.8400199254,35038,372,OLD SHEPHERDSVILLE ROAD,STRIKE AND SPARE FAMILY FUN CENTER
94.8418477042,99413,373,N. 34TH STREET,VICTORY LANE BAR & GRILL
94.8441342051,92610,374,BARDSTOWN ROAD,MCDONALD'S
94.849034366,86968,375,W. MAIN STREET,IMPELLIZZERI'S PIZZA
94.8499588046,83668,376,WATTERSON TRAIL,SKYVIEW PARK
